review_id,pre
6CKnbz4H6l5GwNOZv92y4w,5.0
pSDXcv6sfB1joTpEYMbAiw,3.0
CCIUm734a43Gol2cAy1Xng,5.0
QXnyPoEBue_cv58MxEYvwQ,5.0
7yWnTATTvynWuV0uNdd3Kg,3.0
ZBEdubjTh2IYYlJ_Sxe2hQ,5.0
PeR0AotnVGeV3C3QkIIVCQ,5.0
Gvip3awgvSH_QpyD2-9ZUw,5.0
Nq23-bN2hFMEFsheFqVghw,5.0
Eue7hguJ_7z8IwiCkMpxhw,4.0
vssOPD7Nqse3Gu2tj99q2Q,4.0
hFGsU-MUWquIkWHHDhEThQ,5.0
V8x7_MShroqdd1JXLfGILw,1.0
dlzzvGu3ekWrWX0UTTXR-w,5.0
Vm2aUpQX378h_ysMpdeqAw,3.0
YzuNfu6XBd4a08WaWgPEGQ,1.0
2I4dniBKxR0Wv-bcL2ldVA,3.0
BuJzLrXFu_3u-5E-5Rq2WA,5.0
X8m83ogSR-FzKO5K5HPcMg,1.0
lR7YTwg3acQEkBMvIMoSyw,1.0
GLU5TWOQ-d6-p0lwCLe6Ww,1.0
dgFl1Rer3QNecukzbfGdlA,3.0
76KGN8o4eHyw476a1ZGYhA,4.0
oHGFieg6CjChdSaifOdwwA,4.0
i8MNMBEhTP0KGONEu03fsQ,5.0
CpJXM-Qk95i3onIKs9_DKw,5.0
zqe6nPuVX8GD1sCm-2NgQQ,5.0
FjtPwOBY6mX_bJ0v0kiFZA,5.0
rDff4H84rSh0tTz_dR3-RQ,5.0
YsPBo62petqyQyK5KSYjDQ,5.0
ZUpiDrvBd8jk2o5vTCucnA,4.0
PJBOpm3pEwvhMeoaFdCuHA,4.0
qlbGZkpUFWLfC_5J5ROmig,4.0
jPwi3-o-3Sd8RLWSaF79ow,1.0
tWzo4WCDfXXkxhPWUdC4TA,5.0
QGrh6iCEnG4tbTmm-3-k1A,5.0
sLOr49OnRvvf_iuU7TIBOw,1.0
4KDNzdJavXBaYnAyojT0AQ,5.0
_rSicEDYmb5jnzD48rGbZg,5.0
0LsxTyx-Pr4bVDVxAYhi4g,5.0
vJ2ysDkKUOK3NuwxRYUBZQ,1.0
QsgrEGsRxiYeIEtRbu-y3g,1.0
Drzxi-RxBecMpOODEiqMfA,4.0
n4eWXTmxpQkBtTiKpXxdog,2.0
zH9WzNDjx4VJmffexe-jBw,5.0
fKXzq_ZCXXSrbGrHRIvnOQ,5.0
W0rABau6_tDu4fBjP4eAWw,5.0
wDveuODPIjTPfiV_zh3uPw,4.0
Hdz7RJlX7LUUblNG0y3-ZA,5.0
pVExJOa7dvo1DmqJEN-_6g,1.0
8-bK5NVdpAUCSG9hm7WzcQ,5.0
DL7xPiWet7gF7Gq-26HvZQ,3.0
6f3E2-kENcRfd0MRIoQQUw,5.0
7I1ceB-HqhJW82R3vMrbJQ,5.0
4442TeycRJoZY0fo2n9Q3w,1.0
fZL4U5N2rqcBm89Rm2q36w,2.0
9hKlnLpMA__Kt9hBxcLHpg,5.0
OTe6mCdrkyUslQdKbo3P7w,2.0
uEjn_A3RuUUdxuAyoa0S5A,3.0
vbGYruic4q0VIcY7TCO4nQ,1.0
GcTQEqtHXuRQ4jMpXnXOCA,5.0
qWSjiCARmIreLDZuNgmz5A,5.0
S2eVvdPGNIYRETPF6HDrVg,5.0
C3ax9NLj7q0xsRa1PKW61A,4.0
U03PTrUyy7U34dx6-PJc0Q,4.0
Yu07l9PSKQLWgbgBWK-oXA,5.0
ZPuA2BEd-N-biuLx0HCkpQ,5.0
t6MVt9tGO9aol15rOnHwdg,5.0
5OYPBraacSNwIKPLs5DwLQ,5.0
FEHWrt5_0NKec8QngZyv_Q,5.0
npIx5D4XxxvTzJeug8X1qw,5.0
QvPObtVFoeNo1UkL4XFADA,4.0
rUv1mUw0kxVC82sIOcz3uQ,5.0
G6nkR72ZNVEhmYnSVV1s1Q,5.0
I4WjU_WRo-8f1MXQ3IXscA,3.0
23WZZKvLEglX1xQ0Ff0MJw,5.0
XbmvfVpn2ZWiCkCLxZkiVQ,1.0
uzkko2DLVrH790itPiK8mg,4.0
6A3iqASpI8toU9SfsP4_Og,4.0
4jSXBiBXWC3tQhUlRS1CMQ,5.0
YAhdPODD49fJxNIL_krVRg,1.0
vMA3LHtYGGnCYoGUIWuuSw,3.0
JW177TZJzEm2x8-pvQXAhQ,4.0
K9HVXBi1M7-L9Mt_5DfENg,5.0
YYjQTGqFGORl7m8Wv7wpMQ,5.0
J9Tx5JaZBTzJ6ECQa-pyiA,5.0
-9l2YdsU18GzpD6cgQf4ww,5.0
OGtAbEXgP7aTJc9Sfed1fg,1.0
jdvlHV6s9ai-Bz0GpcjVbg,1.0
5dlj48dDq-t7lLXFr3nu4g,4.0
uH2zmQkR4ku_X9jdkOcREA,5.0
BLohQekPEDfnb-iDUJG2rQ,4.0
r1MdauVVPcfuKxDx95LYmw,5.0
dZkbzEoScB-UO04266ngbA,1.0
2HqhNXIwQlNNFdw4Ie8GUA,1.0
5p2a5rEQ5LEY4vFul5qMjg,3.0
AiOdU9tNiSRK1h0A1FC_rA,4.0
gqHLQMGErbNVXpgQjI63wQ,1.0
YF8FmCMO219sKut5jWnzeA,4.0
42b-q2h-LF8GSasKMevj0w,3.0
L8GfunXtTIBKq7Gaf5fUMA,2.0
3NrUOH1QKAoqfTNGv2yaKQ,1.0
8OxRDpT4O3BXdyuSoRYG8A,5.0
US2DD_nQXeaknNxzt_WG3w,1.0
3daVhsNuUsxGL0pQRa5SDw,5.0
2xT4LSU_uQL679Wueatmtw,5.0
gZlkgGsFV35zGb5aGPS-Mg,4.0
zBoXFUeEHPX3_ZzDVXv9nQ,5.0
3yPg0fs2Bl0YgYR0smcXoQ,4.0
dTsC-9I1lN2kmK-pFK5TOg,3.0
LCJqZHGS_ZUpSz1Xvr-s4w,1.0
VsudU0w9phkVZnAdBvrsHg,1.0
gqryJLp2LZ1Q-pCGifeYfA,1.0
f13DSH-2vbYwL_7vxxXclA,4.0
lf97u815A1_H9_keS9zFJA,1.0
BbcvCc0Qtd-dWeFIaqjAKw,5.0
FGoccEWjB17a1wOr3HUSCw,5.0
T-vTGKTTchQvsAl3mztiiw,5.0
SPyXMUpxrLqT0lPhWDtOiQ,5.0
Cf9st1bCJBhv7bcCRSZFHw,3.0
o9B4ZNPA1yv8o67FPmyQ5A,5.0
OAXdf1ddmWxSvVDetapa1g,1.0
SkVBwalvRhx2E_qMlTNYCQ,1.0
bPehtDUkP8m3r0df_Ii4RQ,5.0
AIu36ddiglpumq6ERXVI4g,5.0
70ACEoUzu-iW12hN2m2DKA,5.0
z-_VMajqzreRnsB8fzLrHw,5.0
l96g0EszXo_8C-SK3ycYBQ,1.0
J568SjYahpjgmDJD0jhZew,5.0
g9h4w3jLPXcpnClfBjmboQ,5.0
AgGIQdGr8pfMTd8nLDDBtQ,5.0
okbTfC7T-S7ITKaY6u-Iyg,4.0
eRjxVbqklko5Tpo2GlcMMg,5.0
lwyiKooBmD-gsrD-oa1bWQ,5.0
peCYso7hDRN1eDWP2FSZTw,1.0
KqVMXa3Rh6om2uJhrWg29g,5.0
NLi1-SIbfWn4_1l5FCLEsg,4.0
iG_wHdkvSR45zAduhMm5Yw,2.0
ys4mDQLW0eBFgzH0Ni0ETA,5.0
epZr79-_0GwkAEQouikSQA,5.0
Y_ljcdlsTDUX4pyTZh4Llg,5.0
Qtm9xDiltVbw98qiMuXB6Q,1.0
M5C1SH6Nh4amRPVTmT7HNQ,3.0
jm1ASIlObUE2mHdVQtmC5Q,5.0
dsSWAtXIgCeJTU0xviMJmQ,3.0
Qp6eNZB8aNf6NUm022M0eQ,5.0
Jo20iC_iWUImja7Y3Bt9sg,5.0
Z38laxdt-nJ6t3sC3rNyLg,2.0
2s48eGPmUm07EbdShuuvNA,1.0
DEbCAdo2U01adJu8XIac4w,1.0
Ko3y86TVTshZL3rBYpD-Xw,4.0
hApyLAADYdlF8OpB_G6MzA,4.0
avv73-7pONoG2tumXCbwtw,5.0
ebDqWS3mA5432TUKO-vxLw,5.0
IXReGG7wTcOnGc_8T59fFQ,4.0
cMbO__uCze8wzYDubXEQcw,5.0
tuvTW9NfwZnkcGNA8Glm4Q,5.0
Jzyc9xCuxaVflB_mEelSSg,5.0
rbqK8hpHKZ_AO9GEV8nRrg,5.0
i231A0jv9FkvcrMQkXnzlg,1.0
FTlVyZ50FiKK6dl0Ogj_gw,5.0
55ruBNHcBOfWYWVDqJQ0hw,2.0
ALYTqKoK8o7OPBvIwGApcA,3.0
neC7flek0FTQIecPVYSfBA,1.0
XNdqFqoERweVfuEVWH1Ang,5.0
ng9vdAYHB_R9xn1Hevy8bg,3.0
t_LPqq6TzRGf9kpfvBIM-A,5.0
hW4FtwtCQUI084rEE67VIQ,4.0
Ld7h0s23etu752d7M_th0g,5.0
L_UvdHumWRj6iyZfwES6Hg,5.0
OfGFwzgxLaKiFFfbvZc1sQ,2.0
J_r0Zkt8Jb5D7BQhyn412A,5.0
t_7ehGJIpAZ6pmMkKCAs-w,5.0
KkJdBu5XbLJXF-Xcr3iZkg,5.0
lApHwNdXtA3nHXRrqmdWqw,5.0
9D6ExcN11ANmEpDmgnHE-Q,4.0
9hkpz4HwQLfYbKhiYATqKg,5.0
Ne7xySyXXxe2Zh9OWH4VdA,5.0
oOeHp1lInat_TSLzhrGQ8g,5.0
7HnyfzUPAsFyuPj6NZHRrQ,1.0
Gh6wa1lglFAxl-4SpF7bqA,2.0
9Me7KukFo6y3_VgS7M2Gnw,5.0
ZXRr9-4zCKUgWJaO_rM0Fg,5.0
cH8lx0OeltOSlea8uVzQ7Q,5.0
I1gdAmUobPOjmPWQItApow,4.0
3LIbKNUU-MEs4ckmsQtgww,4.0
yhZtN8Z6MMIdtTuK6rEHkQ,4.0
8RjjyOXGhDh5vZdjGs_7Hg,2.0
sASsZ36ZjIzTv15U3Nqstg,4.0
rYo46Cv-JhKsyAZp4ONkdw,4.0
wpmj0RbzhIQBRMqfahMwow,4.0
47WWP9lKEO9GDZCQneTR7w,2.0
ecGKxdKnkvMwtTufa06BAg,3.0
iGeC8aXn9z46rw0ZBBhhSg,4.0
U1a0tdG7_mKJ4V2ODp1rcA,5.0
Y0bICLmjT7IRlt7Cr7B2qA,1.0
zwx7FnnLD2tMakbDlaRlvA,5.0
8yMvqNn7ODKIFyEBI8ZkMQ,1.0
FbPDrQZLdxt3jZ_q0nbUCw,4.0
HuO-jsk4_l_nq6n_yAjbOw,5.0
yjTItGg08KnePFAt0tL05g,1.0
SuZBbnk67o6XDf4ShrSqjg,5.0
pphURWzHiWVtWLi4sRdcOA,5.0
wYLGxD0IiUcWotg-b6Uc_A,4.0
GxLKP1RdThjHoGHjey8SmA,1.0
ZrM5ozQ6efe2tQeJiI2TzQ,5.0
eq0CV1sLqqxQ7mUWYIknjA,5.0
jH6Y1Cj0qLw10P1FYmkolg,5.0
uwkC3TFSYnbvZSCAxf8k6w,5.0
_2bK5XscHUBen4EOElWX_w,3.0
dNMOCFESkhO71Zvi0BYmgA,5.0
rt02Ll1xiKLBHuHasmQNug,1.0
ngT21GkwQGteE98bn-fE_g,4.0
K17TMsGgM3vq2djKcSrgPw,4.0
s0bu8xX4STpqyjds2_k9YQ,1.0
tovJahzp8mG9JyRnWcwcKg,4.0
4IHGxs2L7WU8r-X-o45j_g,3.0
Y7Wb5Tn4bggt6RD1TycHOQ,5.0
ooCCl3IRyHhLNvUOqYV4uw,5.0
DRl_TPsowj7FnGePl4zSsw,4.0
EJFuDbtsvXU4xfdTOP3-Kw,4.0
zcT15UW2qvRxE8wsS7Lbfw,1.0
HdceFy58nr1z6lDvGcW_8A,5.0
WLIPVW0jIx275hFsEmqeWA,5.0
uTGrIUswyYE8nP8vmnsUSw,3.0
SiJkUp3x28JsbAOpj_Hp7A,1.0
8MwYOKBE4QJvRqR-rhUmyA,5.0
3v6M2pqPoxkWmGettVkMyg,1.0
9habu2rSc_dMB4YayE78OQ,5.0
PG_jSOsp_GeKuld3uc824A,5.0
3ak5-FcJtASFfbyRydaxOQ,1.0
l-iMCv9EBYirpBu_J3aYEw,1.0
umDBv_SoOtSuajgHWJeT3g,5.0
5J-vA-OpO-wVuSBzMHUW5Q,5.0
5t6Hupji0mj63sgi367Lvg,1.0
Lb1kOc6jGb8YcbJXqISeqQ,4.0
N2GxqL-88ELTApSDtMhenw,4.0
R1gSn74ncnZanmy3ijyqLA,2.0
DGUvKznk2CFF4uMoKWDtkQ,4.0
ro23CgOnl3adwbFgJt16rA,4.0
gT3ouZ589iT8_6nxKcBazA,5.0
QrXrIHGOYMtQDV6tHoMd3Q,3.0
vkDRVPL5TnyYxojbjpO6kw,5.0
DPAh4JxniYIZTwjBAl3_jw,4.0
EyzLUHxY9MVGYy4DziX0bA,5.0
q2wRKJEbfCU-oSjzNCq5fg,5.0
Xb76uAwvoDE9un_h0TiPHA,5.0
otIvp2Eka1GEMBT1Sc8KzQ,4.0
7pxskmwvGJi3iOur-KSqfQ,5.0
Nn-l4gcL3ANzpMGnun-tIw,5.0
Aa9tfnbgR1X0T4I_eI4cHg,4.0
7nC3Y3ebu-M3QQAIwr-AMw,3.0
i--ycTPRr7mR1bmr10SLcw,5.0
ffiyaxzO2W-ls-JhYDKwlA,5.0
dgxKrGD2SF5kJT3DQ9e_Aw,5.0
ayT5leDgazLSk43gbPuXIw,3.0
OrzOQ4usn-7OWb9q8vKz_g,1.0
b5M_D2h4f5pJG_6tgCMreg,4.0
SHTI_sCzUC6EIgZ3U5O0hg,5.0
hXLvxYryFuDWiS03IKZSng,1.0
QXXAtwQnUOKUqaNTzjV2FA,5.0
giJMYS0SxOGUejSqwXfAdQ,1.0
ZFr4mPiVYYCBInRlLZIpQQ,5.0
lNAcCBCZKKK8KaKrzKSn4w,1.0
em253T6a3PNfRd5DAxmI1Q,5.0
B3rvV8tz47SuZ35iawXgNg,1.0
m43pQ2KT_VyDaalQyELA9g,1.0
Qhf0PcCKwhjl51jeAIbjdA,4.0
Sv4Y28aStoNfIgeULFerHw,5.0
zAzi7qFz6e_2NLO_E0EzVA,3.0
EWAKZ-LbKClbXizAPvStkA,4.0
AouRVhEXHIXF6990Q9Fejw,5.0
JMRCqcdRF2yZdN___8-jUQ,5.0
DgceTWDnoHyBn2jWF8oBEA,5.0
3tX8JY2fYNtxX-1XX8gu6A,5.0
soFxa7PFbRBJCWiGShd1DA,3.0
0PwiLSz4_8SYDyuEDDbgXg,5.0
-Fpoc62oeJJMZG9CdSD24g,2.0
9iji9LiuImsbgqut7I0D3g,5.0
mCb-W14b9KyvFAny6Q2g6w,5.0
m87jEaOu2IQyxz7UDsQuIw,5.0
8hBM1iP_Au7FGzmDapf-cw,5.0
z7-WCHxlLVbI0NbVA6tFgQ,5.0
tu16qQXb2-uQA5ESKh9QXw,4.0
BuMGiHSIiHN-CLlKlE-kNw,5.0
36dIG6igyYh2-IURP-sIrQ,5.0
hfhjAJpwt-JaSZUtnwuDjg,1.0
iOJVp4VYBkdJv8VpoQny5A,4.0
p00pEjkAVXBNHuh5T136sQ,4.0
2V-YBuCKvzBy_SFUEXZmig,1.0
7gc_PZvxzp97d1FMQZRlUg,5.0
flbY1N6KaTmlwyC1boNljw,4.0
yGHPv9yMFJPBut7r68-UGg,5.0
EQNPbycdz-kUSRl45V83MA,5.0
9lEkGuBO0Sh9kM6S30wLvA,1.0
sNofCYDu3m0Q9mjpNwhqmQ,5.0
QzIAObN5XFFLK6Ozs2qWVA,5.0
h6agiYMNPPGNn-tZAR8XXg,4.0
qq-vbDUNem06Xg6CoItMXw,4.0
WIKqB8wM-vTIklSm9sB1DQ,2.0
Oh1-UtY5xjf-CQhc9oWSoQ,1.0
G6NJ53igR6DJF4LWYuG-XA,5.0
vIToMZ5-mlCofuFra5Ov_w,3.0
PFRFY5wDkl21nWusZ8p74A,4.0
ChYUtyq2pJGlD1a2icXnPg,4.0
rCDhaQkjBDKHEC4S4Bd-Ow,4.0
LbtWIVD8oS0Qy08z_osoDw,5.0
aEiguwTi7ZNip8AYtFhSZg,5.0
-wxnGcBAaZvCLzUSU3RIdA,5.0
LAyZmbLC0SKLf90kn2tiVA,5.0
QBc_yb-5eFKCdFvYd-Xpjw,5.0
2OyjqAwtokbg9-iPy7xI6g,1.0
kpWf54_9DjkwJsDzGSkkAg,4.0
aYfTH438N7DfLoPCpNaR8g,1.0
sIRshIDdIS0fDdlA3o_S6A,1.0
Edmlq1x5bWG_cne7yNXS3A,1.0
Uii3Gut9ibMJpePPzlH3pA,5.0
fTqDmOtzQEZbX427wvp_8A,4.0
8fv0xWc_T1G-BzqPXJjSEQ,5.0
YSt4qyUaPVScLwmYlRro2Q,5.0
_BX7KddPkabWudqCmrFBmA,5.0
83TwFUKSwnPQxab6ZGWnOQ,5.0
MlgJTTisqI-0jIcBhjrpKA,1.0
_7Bi1JPIPtdllmqzS8tmrQ,5.0
CKRSSgIyYffa0IZ-GeFzLg,5.0
56fynI6WrmqQktANf2dHJw,5.0
K0io2SXQRF-hFvTgMFkbIw,4.0
5nWEKFFZdyd1o71WzXhNVQ,5.0
dAJCiWJQbOUta2ajhgLh8A,4.0
bxKxjd2T4WqKNBWFqa79Ng,4.0
oKWnw1Czwh3yoAVF6zk3DQ,5.0
oa6mR6AsjLtQbreiXbZU0w,5.0
_9fmsQuM5Xipw45nMQoSWQ,2.0
CjlcuWhxTstKOkfToBNzuA,5.0
JcSMUBMwj1_BUMDTlolepg,2.0
Vr5ytg2-pDBwfOXfjWD-fA,5.0
nNr054MISjg9Sv6R0_06kA,4.0
D-EPtvT4p6jJap3PaU8pJg,1.0
BozQfPWMsHDBIvhhsFio_A,2.0
D3r4datKgZ93tcQsVJceYA,5.0
nm_A5pbXnwNiaKhWdvUKpA,5.0
pXPVkQK1tPQrAWV52fmbhg,5.0
RRyocOxF53lz7Kia8MsJcA,3.0
U3xbhqAbwcpzBdcfUhxv2w,3.0
aa4bk3TWrN7dgfyDDxcXCQ,5.0
QQAxztArn3D0mD2XstxBbA,5.0
46Bg1oq9xjv5BL1sst33Bg,5.0
URMFuOkuwDK-u73fIBhZHg,3.0
mZPHQc7YrncyJ_kNHPGeug,5.0
-QffDaA9jPwsQUU9Ta1jmQ,5.0
T0suY4tj5jXsbrpGdo2i7A,4.0
WklRGuTz4k7OueMlLUFWsg,4.0
27cHLwTHaHlVVsrWPJ7Iow,4.0
CkIxpLIzkFrU8-YoyoHlMQ,4.0
oXT2lqVcbcewpn9dO4i_eA,4.0
KkBlaCSB7ECxhjfnucUj4A,5.0
5f7h7ugRmMyx19ZmRsoY5w,1.0
PtYKGNwBdPwbssJXgo-Xdw,1.0
dA28jcFtEFfoNqJDol0VzA,5.0
7uT2QegGeYkr35ETpWs7hw,5.0
NrhE6Zsr8-Z8lH2aiZPsiA,3.0
yL8peqDdV4KLiuN6GRY6Vg,3.0
xl2wkvQ_iOI9x5BeQOJrwA,1.0
bKtM6Z221S62mPRCNsykgA,5.0
LNHcRxibipg7u0tKAdYj7w,5.0
SiiBmUCd_vd2Ocdb-pbWhQ,1.0
fd4U4y30ge2NOcr-6Vsgtg,5.0
pryhABgBPbVZ3z4WeHbQFg,4.0
yLspaGUqzm6CqJ_RYx1fow,1.0
vZyeReDuduCpCeVr0FozhQ,5.0
qrPyf2heb4vdzueX4XvYqA,5.0
E2qiSzAjvUOSx_aza39XMQ,5.0
4L6KZYOWwwdzF5NT3VC2HA,5.0
oe6c_riCzJuAqAD4lA7i0w,1.0
UsTmymgg2h-v2E4_mely2g,1.0
DM2_QK89MM_G5bPLY1nEZA,3.0
wLUA0UiAM3m2tRdCjYrPng,5.0
5uuL2eQckXGiIvfWzKXP_Q,3.0
L3lJ6X0fPc8n3capfuUgVQ,5.0
amgmIr5ncDXJ_-bCECjL8w,1.0
OkL5sz_MK_L7d1ldj4PECg,5.0
fXwVnCQQn9YDvJ5iAyBPtA,1.0
mrZ-YRxEhE3revUfD-OKEw,5.0
sYQRrpqS7LmOskvVLLplyg,5.0
vMw1YcmCLj3nigNABU2_Gg,5.0
OD6nItXahHLt6IjyolRUjA,3.0
